address,domain,extracted_date,food_category,food_types,link,opinions,   in_pric    ,max_price,rating,restaurant_name
"Calz Obrero Mundial 498B Piedad Narvarte, Ciudad de M̩xico 03000 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,Caf̩,"Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10455243-Reviews-Paoletas-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,$30,$100,,Paoletas
"Circuito Medicos 15 1er Piso, Ciudad de M̩xico 53100 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12027608-Reviews-Fedra-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,"Al    u    rzo, C    na",,,Fedra
"Patricio Saenz Esquina Migul Laurent Local 104, Ciudad de M̩xico 03200 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,Espa̱ola,"Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10376887-Reviews-Pa_ella_y_Pa_el-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,$100,$790,,Pa'ella y Pa'el
"Calle Gloria s/n esq con Calle Gladiola Col Juan Gonzalez Romero Delg Gustavo A.Madero, Ciudad de M̩xico 07410 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10512579-Reviews-La_Gua_Gua_Gourmet-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,"Al    u    rzo, C    na",,,La Gua Gua Gourmet
"San Luis Potos�_ 188, Ciudad de M̩xico 06700 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,Bebidas,"Comida para llevar, Estacionamiento en la calle, Acepta American Express, Acepta Mastercard, Acepta Visa, Solo pago en efectivo, Wi-Fi gratis, Acepta tarjetas de cr̩dito",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10278619-Reviews-Paradigma_Cafe-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,Caf  �,,,Paradigma
"Calle Queretaro 9 Col. Progreso Tizapan, Ciudad de M̩xico 01080 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,"Almuerzo, Cena",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8797585-Reviews-Smaak_Cafe-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,$27,$80,,Smaak Cafe
"Martin Del Campo 13 A Moctezuma 1a secc, Venustiano Carranza, Ciudad de M̩xico 15500 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,Mexicana,"Cena, Abierto hasta tarde",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8432039-Reviews-Mezcaleria_Cultural_Binniza-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,$35,$300,,Mezcaler�_a Binniz��
"Calle Sagredo 270 Col. Guadalupe Inn, Ciudad de M̩xico 01020 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,Mexicana,"Desayuno, Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4237106-Reviews-Sagredo_270-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,$301,$803,,Sagredo 270
"Mexico International Airport Terminal 1 Departures, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d21409458-Reviews-Dino_Snack_Bar_Fast_Food-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,"       xicana, Co    i  a r    pi  a, Fu    nt            so  a",,,Dino Snack Bar & Fast Food
"Av. Capit��n Carlos Le�_n S/N Mexico City International Airport, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d21423200-Reviews-Starbucks-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,Caf  �,,,Starbucks
"Medell�_n 143, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,"Almuerzo, Cena",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12373248-Reviews-Malaidea-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,"  ,  ",,,Malaid��a
"Calle Jalapa 189 col. roma norte, Ciudad de M̩xico 06700 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,Internacional,"Almuerzo, Cena, Abierto hasta tarde, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d15199611-Reviews-San_Teodoro_Cocina-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,$400,$450,,San Teodoro Cocina
"Melchor Ocampo 193 Local -10 Plaza Galerias de las Estrellas, Ciudad de M̩xico 11300 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d17178146-Reviews-Arashi_Teppan_Bistro-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,,,,Arashi Teppan Bistro
"Miguel Lerdo De Tejada 177-201 Col. San Mateo, Ciudad de M̩xico 02490 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23144841-Reviews-Aguacatemate-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,"       xicana, Caf  �, Asi    tica,     ongola",,,Aguacatemate
"Avenida Cuahut̩moc 1263 Esquina San Lorenzo Delegaci�_n Benito Ju��rez, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13991529-Reviews-Los_Mata_Hambre-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,       xicana,,,Los Mata Hambre
"Federacion Mexicana de Futbol 11, Ciudad de M̩xico 14370 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23710732-Reviews-Levadura_Reposteria-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,,,,Levadura Reposteria 
"Calle Vicente Suarez 64, Ciudad de M̩xico 06140 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,Mariscos,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13526253-Reviews-La_Pica-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,$250,$400,,La Pica
"Calle Louisiana 4 Napoles, Benito Juarez, Ciudad de M̩xico 03810 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,"Churrasquer�_a, Internacional",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7045195-Reviews-Amigos_Restaurante_Bar-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,$120,$260,,Amigos Restaurante & Bar
"Calle Pilares 317 Col. Del Valle, Ciudad de M̩xico 03100 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,Internacional,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d17795607-Reviews-COCOA_del_Valle-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,$25,$800,,COCOA del Valle
"Avenida Ferrocarril Industrial Entre Norte 21 y Norte 25 Alitas y Hamburguesas, Ciudad de M̩xico 15530 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13474902-Reviews-Alitas_Hamburguesas-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,"Latina,     spa  �ola",,,Alitas & Hamburguesas
"Calle Londres 80, Ciudad de M̩xico 04100 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8074039-Reviews-Hambur_Vegceria-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,Caf  �,,,Hambur Vegceria
"Calle Miguel Nore̱a 48, Ciudad de M̩xico 03900 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23712168-Reviews-Comida-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,,,,Comida
"Mercado Mart�_nez De La Torre Local 349, Ciudad de M̩xico 06300 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d21499203-Reviews-Taqueria_Las_Delicias-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,       xicana,,,Taquer�_a Las Delicias
"Revolucion 1032 Col. San Jose Insurgentes, Ciudad de M̩xico 03900 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,Mariscos,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10337308-Reviews-Marisqueria_Vichi_s-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,$30,$200,,Marisqueria Vichi's
"Avenida Insurgentes sur 277, Ciudad de M̩xico 06700 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d19493182-Reviews-Alegre_cafe-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,Caf  �,,,Alegre Caf̩
"Calle Torcuato Tasso 325, Ciudad de M̩xico 11560 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d20111734-Reviews-Apriori-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,   urop    a,,,Apriori
"R�_o hondo 5, Ciudad de M̩xico 01080 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,"Mexicana, Japonesa, Sushi",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d16664335-Reviews-Mariachi_Roll-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,$90,$200,,Mariachi Roll
"Avenida Presidente Masaryk 61, Ciudad de M̩xico 11530 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d19494092-Reviews-Baja_Rey-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,"   ariscos, Fusi  _n",,,Baja Rey
"Virgilio 9, Polanquito, Ciudad de M̩xico 11540 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,"Mexicana, Mediterr��nea, Bar de vinos",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d21343483-Reviews-Tierra_Bana_Consell-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,$200,$500,,Tierra Bana / Consell
"Calle Xola 706 col. del Valle Norte, Ciudad de M̩xico 03103 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d17691464-Reviews-Ko_Su_Rang-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,,,,Ko Su Rang
"Parque De Granada 57, Ciudad de M̩xico 52787 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,Internacional,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d16714255-Reviews-Bottega_Culinaria_Interlomas-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,$96,$346,,Bottega Culinaria Interlomas
"Avenida Stim # 1293 4th Floor, Ciudad de M̩xico 05129 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,"Mexicana, Estadounidense, ́rabe","Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10130334-Reviews-The_Bronx_Hookah_Cafe-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,$45,$200,,The Bronx Hookah Cafe
"Calle Filosofia y Letras 6 Copilco, Ciudad de M̩xico 04360 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12033626-Reviews-Cafe_Crepas-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,Caf  �,,,Cafe + Crepas
"Jes̼s Ter��n 42, Colonia Tabacalera A Un Costado Del Monumento A La Revoluci�_n, Ciudad de M̩xico 06030 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,"Mexicana, Brasilera, Saludable, Sudamericana","Desayuno, Almuerzo, Brunch",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23635278-Reviews-Power_Food-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,$100,$280,,Power Food
"Vasco de Quiroga 3800, Lomas de Santa Fe, Contadero, Ciudad de M̩xico 01219 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,Francesa,"Desayuno, Almuerzo, Cena, Brunch, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d17434568-Reviews-La_Crepe_Parisienne_Santa_Fe-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,$16,$250,,La Crepe Parisienne Santa Fe
"Av. Nuevo Leon 217, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23709939-Reviews-Alebrije_Negro_Cafe-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,,,,Alebrije Negro Cafe
"Calle Pensylvania Esq. Insurgentes en El Zotano Wtc Mexico Df, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4472448-Reviews-Siqueiros_Cantabar-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,,,,Siqueiros Cantabar
"Calle Cuauhtemoc B Del Carmen Coyoacan 181 Entre Aguayo y centenario, Ciudad de M̩xico 04100 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,"Mexicana, Cervecer�_a, Pub",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12655031-Reviews-El_Colmo_Restaurante_Bar-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,$100,$450,,El Colmo Restaurante Bar
"Eje 3 Nte #3651 Col. Victoria De Las Democracias Del. Azcapotzalco ́rea De Fast Food En Walmart, Ciudad de M̩xico 02810 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,"Mexicana, Caf̩, Espa̱ola",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23195668-Reviews-Churreria_Porfirio_Cuitlahuac-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,$25,$89,,Churreria Porfirio Cuitlahuac
"Bosque de las Lomas, 11700 Ciudad de Mexico Calle Bosque de Duraznos 39, Ciudad de M̩xico 11700 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,Francesa,"Desayuno, Almuerzo, Cena, Brunch, Abierto hasta tarde, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d17434748-Reviews-La_Crepe_Parisienne_Duraznos-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,$70,$250,,La Crepe Parisienne Duraznos
"Calle Narciso 185 Col. Nueva Santa Mar�_a, Ciudad de M̩xico 02820 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,"Japonesa, Sushi, Asi��tica","Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d20263791-Reviews-Kabuki_Sushi-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,$250,$500,,Kabuki Sushi
"Pennsylvania 51, N��poles, Ciudad de M̩xico 03810 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,"Japonesa, Sushi, Asi��tica","Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d20263801-Reviews-Kabuki_Sushi-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,$250,$500,,Kabuki Sushi
"Boulevard Manuel ́vila Camacho 5, Lomas de Sotelo Toreo Parque Central, Ciudad de M̩xico 01860 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,Francesa,"Desayuno, Almuerzo, Cena, Brunch, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d17434772-Reviews-La_Crepe_Parisienne-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,$13,$250,,La Cr̻pe Parisienne
"Boulevard Puerta de Hierro Kiosco 1 Mercado Andares 4965, Ciudad de M̩xico 45116 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,Francesa,"Desayuno, Almuerzo, Cena, Brunch, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d17434781-Reviews-La_Crepe_Parisienne_Mercado-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,$70,$250,,La Cr̻pe Parisienne Mercado
"Av. Patria 1590 PG6 Col.Jacarandas, Ciudad de M̩xico 45116 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,Francesa,"Almuerzo, Cena, Brunch, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d17434794-Reviews-La_Crepe_Parisienne_Patria-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,$70,$250,,La Crepe Parisienne Patria
"Periferico Sur # 3720, Jardines del Pedregal, Ciudad de M̩xico 01900 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,Francesa,"Almuerzo, Cena, Brunch, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d17434798-Reviews-La_Crepe_Parisienne-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,$70,$250,,La Crepe Parisienne
"Bosque De R�_o Fr�_o, Ciudad de M̩xico 52784 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,"Argentina, Sudamericana, Helados con fruta",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d21344069-Reviews-H_Pistache-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,$230,$500,,H. Pistache
"Av Parque Espa̱a 43, Ciudad de M̩xico 06140 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,"Desayuno, Almuerzo, Cena",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d24175733-Reviews-Cuenta_Ovejas-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,"C    rv    c    r  _a,     urop    a,  ,             ",,,Cuenta Ovejas
"Calle Doctor Rafael Lucio 102 Colonia Doctores, Ciudad de M̩xico 06720 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,"Japonesa, Sushi, Comida de calle",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10542372-Reviews-Black_Market_Sushi-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,$22,$108,,Black Market Sushi
"Calle Rio Panuco 208 Cuauht̩moc, Ciudad de M̩xico 06500 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d20315423-Reviews-Phillys-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,   sta  ouni      ns    ,,,Phillys
"Calle Santa Maria La Ribera 108 b, Ciudad de M̩xico 06400 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,Mariscos,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d15583238-Reviews-Mariscos_Poseidon-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,$20,$180,,Mariscos Poseidon
"Av. Euzkaro 218 Col. Industrial, Ciudad de M̩xico 07800 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,"Almuerzo, Cena",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d24020652-Reviews-Pizza_7_Catorce-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,Pizz    r  _a,,,Pizza 7 Catorce
"Av. Paseo de las Americas Isla 2 Secci�_n 2 Mza 139 Lote 1,, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d17178112-Reviews-La_Cerveceria_de_Barrio-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,,,,La Cerveceria de Barrio
"Malintzin 24, Del Carmen,, Ciudad de M̩xico 04100 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,"Caribe̱a, Latina, Espa̱ola, Venezolana, Sudamericana",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23196254-Reviews-Kosinapia_Venezolana_Coyoacan-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,$50,$350,,Kosinapia Venezolana Coyoacan
"Av. Canal De Tezontle 3, Central De Abasto Iztapalapa, Ciudad de M̩xico 09040 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,"Desayuno, Almuerzo, Cena",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d24945105-Reviews-La_Reina_Oaxaca-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,       xicana,,,La Reina Oaxaca
"Calle Cerro Tlapacoyan 11 Al interior del edificio de Idiomas y Lectura R��pida, Ciudad de M̩xico 04360 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,"Mexicana, Del sudoeste de EE.UU, Sudamericana, Centroamericana",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d20315787-Reviews-La_Cabana_del_Dragon_Noruego-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,$25,$150,,La Caba̱a del Drag�_n Noruego
"Plaza Villa de Madrid 3, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d17178132-Reviews-We_Love_Burgers-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,,,,We Love Burgers
"Astr�_nomos 61, Ciudad de M̩xico 11800 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d17178135-Reviews-Sushi_Mx-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,,,,Sushi Mx
"V�_a Doctor Jorge Jim̩nez Cant̼ S/N Bosque Esmeralda Plaza City Center Bosque Esmeralda, Ciudad de M̩xico 52930 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4167274-Reviews-Subarashii_Restaurante_Japones-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,Japon    sa,,,Subarashii Restaurante Japones
"Zamora 172, Col. Condesa, Ciudad de M̩xico 06140 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,Mariscos,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d20265715-Reviews-Marisc8-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,$100,$450,,Marisc8
"Calle Arequipa 734 A unos pasos de Avenida Montevideo, Ciudad de M̩xico 07300 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,"Italiana, Mexicana, Internacional, Argentina, Sudamericana, Centroamericana",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10800670-Reviews-El_Gallinero-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,$25,$130,,El Gallinero
"Calle Norte 5 Y Oriente 172 #39b Moctezuma 2a Secci�_n, Ciudad de M̩xico 15500 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,"Almuerzo, Cena, Bebidas","Reservaciones, Asiento, Estacionamiento disponible, Estacionamiento en la calle, Televisi�_n, Sirve alcohol, Bar completo, Wi-Fi gratis, Acepta tarjetas de cr̩dito, M̼sica en vivo",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23972038-Reviews-Bar_Cosa_Nostra-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,       xicana,,,Bar Cosa Nostra
"Centro Comercial Parque Duraznos, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,"Desayuno, Almuerzo, Cena",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23581940-Reviews-Mora_Mora_Duraznos-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,Int    rnacional,,,Mora Mora Duraznos
"Luis G. Urbina 4, Frente Al Teatro Angela Peralta, Ciudad de M̩xico 11550 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,"Mexicana, Parrilla, Fusi�_n","Almuerzo, Cena, Abierto hasta tarde, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23326816-Reviews-Torito_Willy_s_Polanco-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,$500,"$1,000",,Torito Willy�s Polanco
"Calle Spencer 314, Ciudad de M̩xico 11560 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10389371-Reviews-The_New_Healthy_You-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,Salu  abl    ,,,The New Healthy You
"Torres Adalid 1263 Local 2, Ciudad de M̩xico 03020 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d22461834-Reviews-Cevichealo-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,   ariscos,,,Cevich̩alo
"Avenida Alvaro Obreg�_n 118, Ciudad de M̩xico 06700 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,"Desayuno, Almuerzo, Cena",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23865906-Reviews-Pollos_Poncho-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,"       xicana, C    rv    c    r  _a, Co    i  a r    pi  a,  , Co    i  a        call    ",,,Pollos Poncho
"Reforma 64, Ciudad de M̩xico 01000 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,"Desayuno, Almuerzo",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23762900-Reviews-Cupula_De_Oro-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,       xicana,,,C̼pula De Oro
"Oaxaca 24 Colonia Roma Norte, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,Mexicana,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d21294073-Reviews-Bar_Lepanto-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,$100,$500,,Bar Lepanto
"Juan Salvador Agraz 50, Ciudad de M̩xico 01219 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,Internacional,"Almuerzo, Cena, Abierto hasta tarde, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d19853838-Reviews-Fifth_Avenue-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,"$4,017","$9,038",,Fifth Avenue
"Av. Insurgentes Sur 287, Ciudad de M̩xico 06100 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,"Alemana, Internacional",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d20829474-Reviews-Restaurante_Hipodromo-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,$250,$500,,Restaurante Hip�_dromo
"Eten 628, Ciudad de M̩xico 07730 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d20266884-Reviews-Brooklyn_and_Kraken-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,,,,Brooklyn & kraken
"Alvaro Obregon #100 Local A-1, Ciudad de M̩xico 06700 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,"Mexicana, Estadounidense","Almuerzo, Cena, Abierto hasta tarde, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23605449-Reviews-Burger_Bar_Joint_Roma-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,"$3,013","$10,043",,Burger Bar Joint Roma
"Periferico Blvd. Manuel ́vila Cam Lomas De Sotelo #5, Ciudad de M̩xico 53390 M̩xico",www.tripadvisor.com.mx,08/09/22 18:17,"Almuerzo, Cena",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23605456-Reviews-Burger_Bar_Parques_Toreo-Mexico_City_Central_Mexico_and_Gulf_Coast.html,,"       xicana,     sta  ouni      ns    , Vi    tna    ita",,,Burger Bar Parques Toreo
