address,datePublished,domain,extracted_date,food_category,food_types,link,opinions,prices_range,rating,restaurant_name
"Calle Sierravista 360 Esq Salaverry, Ciudad de México 07300 México",,www.tripadvisor.com.mx,2022-09-08 18:01:11,"Internacional, Bar de vinos, Española","Desayuno, Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13412390-Reviews-Los_Picos_de_Europa-Mexico_City_Central_Mexico_and_Gulf_Coast.html,8,$150 - $400,4.5,Los Picos de Europa
"Calle Sabino 255, Ciudad de México 06400 México",,www.tripadvisor.com.mx,2022-09-08 18:01:11,"Fusión, Mexicana","Almuerzo, Cena, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d14949829-Reviews-La_Sabina-Mexico_City_Central_Mexico_and_Gulf_Coast.html,14,"$1,908 - $8,034",4.0,La Sabina
"Calle Colima 124 Col. Roma Norte, Ciudad de México 06700 México",,www.tripadvisor.com.mx,2022-09-08 18:01:12,Japonesa,"Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12849115-Reviews-Kabuki_Sushi-Mexico_City_Central_Mexico_and_Gulf_Coast.html,5,"$5,021 - $10,043",5.0,Kabuki Sushi
"Polanco Seccion V Avenida Presidente Masaryk 86, Ciudad de México 11530 México",,www.tripadvisor.com.mx,2022-09-08 18:01:12,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13952154-Reviews-Restaurante_Lur-Mexico_City_Central_Mexico_and_Gulf_Coast.html,6,Internacional,4.5,Restaurante Lur
"Calle Bahia de Todos los Santos 187 Colonel Veronica Anzures, Ciudad de México 11300 México",,www.tripadvisor.com.mx,2022-09-08 18:01:12,"Comida para llevar, Servicio de mesa, Entrega a domicilio, Asiento, Acceso para silla de ruedas",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d11858615-Reviews-Los_Ovnis-Mexico_City_Central_Mexico_and_Gulf_Coast.html,26,Mexicana,3.5,Los Ovnis
"Cale Isaac Newton 5, Ciudad de México 11550 México",,www.tripadvisor.com.mx,2022-09-08 18:01:12,"Bar, Pub, Gastropub","Abierto hasta tarde, Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8745347-Reviews-Connor_s-Mexico_City_Central_Mexico_and_Gulf_Coast.html,14,$85 - $500,4.0,Connor's
"Avenida Oriente 172 # 371 Moctezuma 2a. sección Venustiano Carranza, Ciudad de México 15530 México",,www.tripadvisor.com.mx,2022-09-08 18:01:13,"Mexicana, Internacional, Saludable",Opciones veganas,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d16871371-Reviews-Los_Alebrijes_Veg-Mexico_City_Central_Mexico_and_Gulf_Coast.html,4,$40 - $70,5.0,Los Alebrijes Veg
"Bolivar 51 Bolivar 51, Esquina con Uruguay. Entre Isabel la Católica y Eje Central, Ciudad de México 06000 México",,www.tripadvisor.com.mx,2022-09-08 18:01:13,Argentina,"Bebidas, Desayuno, Almuerzo, Cena, Brunch, Abierto hasta tarde",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d2620378-Reviews-La_Esquina_del_Pibe-Mexico_City_Central_Mexico_and_Gulf_Coast.html,34,$89 - $400,3.5,La Esquina del Pibe
"Calle Santa Gertrudis 71 esquina Excélsior, Ciudad de México 07800 México",,www.tripadvisor.com.mx,2022-09-08 18:01:13,"Almuerzo, Cena",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12249344-Reviews-El_Fogon_y_La_Lena-Mexico_City_Central_Mexico_and_Gulf_Coast.html,5,Churrasquería,5.0,El Fogón y La Leña
"Calle Luis Moya 73, Ciudad de México 06000 México",,www.tripadvisor.com.mx,2022-09-08 18:01:14,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13553174-Reviews-El_Cuadrilatero-Mexico_City_Central_Mexico_and_Gulf_Coast.html,6,,4.5,El Cuadrilatero
"Tonalá 36 Bis, Ciudad de México 06700 México",,www.tripadvisor.com.mx,2022-09-08 18:01:14,Alemana,"Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d18379702-Reviews-Wurst-Mexico_City_Central_Mexico_and_Gulf_Coast.html,4,$100 - $350,5.0,Würst
"Calle Gobernador José Guadalupe Covarrubias, 92 Entre Avenida Parque Lira y Avenida Jalisco, San Miguel Chapultepec, Ciudad de México 11850 México",,www.tripadvisor.com.mx,2022-09-08 18:01:15,"Francesa, Café","Desayuno, Almuerzo, Brunch, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7617743-Reviews-Hacienda_de_los_Gobernadores-Mexico_City_Central_Mexico_and_Gulf_Coast.html,7,$100 - $300,4.5,Hacienda de los Gobernadores
"Avenida Canal de Tezontle 1512 Parque Tezontle, Ciudad de México 09260 México",,www.tripadvisor.com.mx,2022-09-08 18:01:15,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12007515-Reviews-Chili_s-Mexico_City_Central_Mexico_and_Gulf_Coast.html,8,Estadounidense,4.0,Chili's
"Zamora 172, Ciudad de México 06140 México",,www.tripadvisor.com.mx,2022-09-08 18:01:15,Italiana,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12932419-Reviews-Impasta-Mexico_City_Central_Mexico_and_Gulf_Coast.html,5,$100 - $400,5.0,Impasta
"Avenida Paseo de La Reforma 2620 Lomas Altas, Miguel Hidalgo, Ciudad de México 11950 México",,www.tripadvisor.com.mx,2022-09-08 18:01:16,"Reservaciones, Asiento, Servicio de mesa",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d2314292-Reviews-Gino_s-Mexico_City_Central_Mexico_and_Gulf_Coast.html,18,Italiana,3.5,Gino's
"Calle Horacio 227 Polanco, Ciudad de México 11540 México",,www.tripadvisor.com.mx,2022-09-08 18:01:16,Comida para llevar,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d9731641-Reviews-Tortas_Royalty-Mexico_City_Central_Mexico_and_Gulf_Coast.html,10,"Latina, Española",4.0,Tortas Royalty
"Calle Pedro Santacilia 208, Ciudad de México 03520 México",,www.tripadvisor.com.mx,2022-09-08 18:01:17,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7260703-Reviews-Mi_Parrilla-Mexico_City_Central_Mexico_and_Gulf_Coast.html,9,,4.0,Mi Parrilla
"Calle Augusto Rodin 410 Colonia Insurgentes Mixcoac, Ciudad de México 03920 México",,www.tripadvisor.com.mx,2022-09-08 18:01:17,"Venezolana, Sudamericana","Almuerzo, Cena, Brunch, Abierto hasta tarde, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d14209971-Reviews-Arepas_Mi_Reyna-Mexico_City_Central_Mexico_and_Gulf_Coast.html,4,$95 - $195,5.0,Arepas Mi Reyna
"Calle Citlaltepetl 40 Hipódromo Condesa, Ciudad de México 06100 México",,www.tripadvisor.com.mx,2022-09-08 18:01:17,Mexicana,Almuerzo,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12222756-Reviews-Cecina_Artesanal_Yecapixtla-Mexico_City_Central_Mexico_and_Gulf_Coast.html,7,$4 - $9,4.5,Cecina Artesanal Yecapixtla
"Avenida Amsterdam 173 Muy cerca de la glorieta de citlaltépetl, Ciudad de México 06100 México",,www.tripadvisor.com.mx,2022-09-08 18:01:17,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10254665-Reviews-Tacos_La_Glorieta-Mexico_City_Central_Mexico_and_Gulf_Coast.html,5,Mexicana,4.5,Tacos La Glorieta
"Orizaba #139, Col. Roma Norte, Delegación Cuauhtémoc Entre Av. Insurgentes y calle Medellin. A una cuadra de la estacion de Metrobus Alvaro Obregon, Ciudad de México 06700 México",,www.tripadvisor.com.mx,2022-09-08 18:01:18,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12655948-Reviews-V_Ramen-Mexico_City_Central_Mexico_and_Gulf_Coast.html,10,"Desayuno, Almuerzo, Cena",4.0,V Ramen
"Calle Privada Antonio Maceo 5, Ciudad de México 11870 México",,www.tripadvisor.com.mx,2022-09-08 18:01:18,Mexicana,"Desayuno, Almuerzo, Cena, Brunch, Abierto hasta tarde, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d6164328-Reviews-El_Matador-Mexico_City_Central_Mexico_and_Gulf_Coast.html,8,"$2,009 - $6,026",4.5,El Matador
"Calle Kansas # 81 Nápoles, Ciudad de México 03840 México",,www.tripadvisor.com.mx,2022-09-08 18:01:18,Internacional,"Almuerzo, Cena, Brunch, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d19908708-Reviews-Patio_81_Bistro-Mexico_City_Central_Mexico_and_Gulf_Coast.html,3,$300 - $600,5.0,Patio 81 Bistro
"Av de las fuentes 571, Jardines del pedregal Plaza Encuentro Sur, Ciudad de México 01900 México",,www.tripadvisor.com.mx,2022-09-08 18:01:19,"Hawaiana, Internacional, Asiática, Saludable","Almuerzo, Cena, Brunch",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d14013868-Reviews-Poh_Kay-Mexico_City_Central_Mexico_and_Gulf_Coast.html,4,$165 - $220,5.0,Poh-Kay
"Blvd. Manuel Ávila Camacho 1900 Frente Torres De Satélite, Ciudad de México 53100 México",,www.tripadvisor.com.mx,2022-09-08 18:01:19,"Almuerzo, Cena","Asiento, Servicio de mesa, Reservaciones",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d6280873-Reviews-Fogon_Do_Brasil-Mexico_City_Central_Mexico_and_Gulf_Coast.html,34,Brasilera,3.5,Fogon Do Brasil
"Gral Benjamin Hill 146 Hipódromo Condesa, Ciudad de México 06100 México",,www.tripadvisor.com.mx,2022-09-08 18:01:19,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23068808-Reviews-Pan_Y_Queso_Racletteria-Mexico_City_Central_Mexico_and_Gulf_Coast.html,3,,5.0,Pan Y Queso Raclettería
"Avenida Fortuna 334 Magdalena de las Salinas, Ciudad de México 07020 México",,www.tripadvisor.com.mx,2022-09-08 18:01:19,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d17615764-Reviews-Chuck_E_Cheese_s_Lindavista-Mexico_City_Central_Mexico_and_Gulf_Coast.html,4,,5.0,Chuck E. Cheese's Lindavista
"Doctor Vertiz 523, Ciudad de México 03020 México",,www.tripadvisor.com.mx,2022-09-08 18:01:20,Apto para vegetarianos,"Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4044962-Reviews-Central_De_Pizzas-Mexico_City_Central_Mexico_and_Gulf_Coast.html,23,"Pizzería, Italiana",3.5,Central De Pizzas
"San Angel, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 18:01:20,"Desayuno, Cena, Brunch",Servicio de mesa,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d5037254-Reviews-Chucho_el_roto-Mexico_City_Central_Mexico_and_Gulf_Coast.html,16,Mexicana,3.5,Chucho el roto
"Avenida Altavista 147 Col. San Angel Inn, Ciudad de México 01060 México",,www.tripadvisor.com.mx,2022-09-08 18:01:21,Apto para vegetarianos,"Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10632737-Reviews-Tori_Tori_Altavista-Mexico_City_Central_Mexico_and_Gulf_Coast.html,35,"Japonesa, Sushi",3.5,Tori Tori Altavista
"Avenida Paseo de La Reforma 222, Ciudad de México 06600 México",,www.tripadvisor.com.mx,2022-09-08 18:01:21,"Comida para llevar, Servicio de mesa, Asiento, Acceso para silla de ruedas",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12259413-Reviews-Maison_Kayser-Mexico_City_Central_Mexico_and_Gulf_Coast.html,21,"Desayuno, Brunch",3.5,Maison Kayser
"Avenida Tamaulipas 72 Col. Condesa, Ciudad de México 06100 México",,www.tripadvisor.com.mx,2022-09-08 18:01:21,Hawaiana,"Almuerzo, Cena, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23910767-Reviews-PALAI-Mexico_City_Central_Mexico_and_Gulf_Coast.html,3,$90 - $300,4.5,PALAI
"Circuito Interior (Avenida Revolucion) 583 Col. San Pedro de Los Pinos, Ciudad de México 03800 México",,www.tripadvisor.com.mx,2022-09-08 18:01:21,"Desayuno, Almuerzo, Cena",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8291760-Reviews-Promenade-Mexico_City_Central_Mexico_and_Gulf_Coast.html,6,"Mexicana, Internacional",5.0,Promenade
"Calle Jose Maria Iglesias # 35 Colonia Tabacalera, Ciudad de México 06030 México",,www.tripadvisor.com.mx,2022-09-08 18:01:22,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10778270-Reviews-Super_Tortas_Gigantes_El_Tigre-Mexico_City_Central_Mexico_and_Gulf_Coast.html,6,"Almuerzo, Cena",4.5,Super Tortas Gigantes El Tigre
"Avenida Division Del Norte 1271, Ciudad de México 03650 México",,www.tripadvisor.com.mx,2022-09-08 18:01:22,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d6881685-Reviews-El_Faisan_Dorado-Mexico_City_Central_Mexico_and_Gulf_Coast.html,10,"Mexicana, Internacional",4.0,El Faisan Dorado
"Calle Versalles 92, Ciudad de México 06600 México",,www.tripadvisor.com.mx,2022-09-08 18:01:22,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d18542479-Reviews-Cocina_Lucio-Mexico_City_Central_Mexico_and_Gulf_Coast.html,4,,5.0,Cocina Lucio
"Cuautla 43 Esquina Fernando Montes De Oca Colonia Condesa, Ciudad de México 06140 México",,www.tripadvisor.com.mx,2022-09-08 18:01:22,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d21342796-Reviews-Restaurante_Luanco-Mexico_City_Central_Mexico_and_Gulf_Coast.html,3,Española,5.0,Restaurante Luanco
"Calle Virginia Fabregas # 8, Ciudad de México 06470 México",,www.tripadvisor.com.mx,2022-09-08 18:01:23,Reservaciones,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d6637667-Reviews-El_Asador_Del_Gaucho-Mexico_City_Central_Mexico_and_Gulf_Coast.html,8,"Argentina, Sudamericana",4.0,El Asador Del Gaucho
"Carretera Federal A Cuernavaca 7575, Ciudad de México 16200 México",,www.tripadvisor.com.mx,2022-09-08 18:01:23,Servicio de mesa,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8564807-Reviews-La_Montana-Mexico_City_Central_Mexico_and_Gulf_Coast.html,5,Francesa,5.0,La Montana
"Asia 10, Col. Barrio de la Concepción, Coyoacán, Ciudad de México 04020 México",,www.tripadvisor.com.mx,2022-09-08 18:01:23,"Churrasquería, Argentina","Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d813830-Reviews-Los_Churrascos-Mexico_City_Central_Mexico_and_Gulf_Coast.html,36,"$502 - $2,009",3.5,Los Churrascos
"Calle Liverpool 61 Juárez, Ciudad de México 06600 México",,www.tripadvisor.com.mx,2022-09-08 18:01:24,"Mexicana, Internacional","Brunch, Bebidas, Desayuno, Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d11930651-Reviews-Distrito_Fijo_Club_de_Ciclismo_Clubhouse-Mexico_City_Central_Mexico_and_Gulf_Coa.html,4,$100 - $250,5.0,Distrito Fijo Club de Ciclismo Clubhouse
"Calzada Del Desierto de Los Leones Parque Nacional Desierto de Los Leones, Ciudad de México 05630 México",,www.tripadvisor.com.mx,2022-09-08 18:01:24,Desayuno,Servicio de mesa,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8724704-Reviews-El_Restaurante_de_Los_Monjes-Mexico_City_Central_Mexico_and_Gulf_Coast.html,16,Mexicana,4.0,El Restaurante de Los Monjes
"Avenida Universidad 1778 Copilco Universidad, Ciudad de México 04310 México",,www.tripadvisor.com.mx,2022-09-08 18:01:24,"Japonesa, Sushi, Asiática, Bar, Pub",Apto para vegetarianos,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8118502-Reviews-Moshi_Moshi_Oasis_Coyoacan-Mexico_City_Central_Mexico_and_Gulf_Coast.html,17,$100 - $160,4.0,Moshi Moshi Oasis Coyoacán
"Bagueteria Pan Y Pesto Calzada De Los Misterios 829, Ciudad de México 07020 México",,www.tripadvisor.com.mx,2022-09-08 18:01:25,"Desayuno, Almuerzo",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d21357618-Reviews-Bagueteria_Pan_Y_Pesto-Mexico_City_Central_Mexico_and_Gulf_Coast.html,4,Española,5.0,Bagueteria Pan Y Pesto
"Av. Congreso 53 Tlalpan Centro II, Ciudad de México 14000 México",,www.tripadvisor.com.mx,2022-09-08 18:01:25,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12672338-Reviews-Gourmetress-Mexico_City_Central_Mexico_and_Gulf_Coast.html,4,Internacional,5.0,Gourmetress
"Montevideo y Politecnico, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 18:01:25,"Reservaciones, Asiento, Servicio de mesa",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4173123-Reviews-Churrascaria_Sabor_Do_Brasil-Mexico_City_Central_Mexico_and_Gulf_Coast.html,24,"Brasilera, Sudamericana",4.0,Churrascaria Sabor Do Brasil
"Calle Santa Cruz 78 Portales Nte, Benito Juárez, Ciudad de México 03303 México",,www.tripadvisor.com.mx,2022-09-08 18:01:26,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10892581-Reviews-Porton_Maya-Mexico_City_Central_Mexico_and_Gulf_Coast.html,9,"Almuerzo, Cena",4.0,Portón Maya
"Calle 7 65 San Pedro de los Pinos, Ciudad de México 03800 México",,www.tripadvisor.com.mx,2022-09-08 18:01:26,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d16655721-Reviews-Chapacuafish-Mexico_City_Central_Mexico_and_Gulf_Coast.html,4,Mexicana,5.0,Chapacuafish
"Calle Yautepec 133, Ciudad de México 06170 México",,www.tripadvisor.com.mx,2022-09-08 18:01:26,"Mexicana, De la India, Mariscos, Mediterránea, Saludable","Desayuno, Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23162433-Reviews-La_Caja_Sana-Mexico_City_Central_Mexico_and_Gulf_Coast.html,3,$35 - $140,5.0,La Caja Sana
"Prolongacion Paseo De La Reforma 400 Patio Santa Fe, Local CR 04, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 18:01:27,Apto para vegetarianos,"Comida para llevar, Asiento, Acceso para silla de ruedas, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8769223-Reviews-Haus_Fondue-Mexico_City_Central_Mexico_and_Gulf_Coast.html,35,"Suiza, Europea",3.5,Haus Fondue
"Ignacio Allende 53 Colonia Coyoacan, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 18:01:27,Apto para vegetarianos,"Desayuno, Almuerzo, Cena, Brunch",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4743316-Reviews-Kofetarika-Mexico_City_Central_Mexico_and_Gulf_Coast.html,31,"Italiana, Pizzería",3.5,Kofetarika
"Amargura 5, local 9, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 18:01:27,"Desayuno, Almuerzo, Cena, Brunch, Bebidas",Acepta tarjetas de crédito,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d15605921-Reviews-Pan_Filio-Mexico_City_Central_Mexico_and_Gulf_Coast.html,3,"$1,004 - $4,017",5.0,Pan Filio
"Local Kaspe Comercio Calle Pedregal 24 Col. Molino del Rey, Ciudad de México 11040 México",,www.tripadvisor.com.mx,2022-09-08 18:01:28,Mariscos,"Desayuno, Almuerzo, Cena, Brunch, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d15622324-Reviews-Puntarena_Virreyes-Mexico_City_Central_Mexico_and_Gulf_Coast.html,7,$250 - $600,4.0,Puntarena Virreyes
"Juarez, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 18:01:28,Bebidas,Reservaciones,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4005447-Reviews-Chelita_Querida-Mexico_City_Central_Mexico_and_Gulf_Coast.html,9,"Bar, Pub",4.5,Chelita Querida
"Calle Liverpool 44a Juárez, Cuauhtémoc, Ciudad de México 06600 México",,www.tripadvisor.com.mx,2022-09-08 18:01:28,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d21394709-Reviews-Tamales_Madre-Mexico_City_Central_Mexico_and_Gulf_Coast.html,3,Mexicana,5.0,Tamales Madre
"Emilio Castelar 135, Polanco, Ciudad de México 11510 México",,www.tripadvisor.com.mx,2022-09-08 18:01:29,"Italiana, Mediterránea","Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4699656-Reviews-Nonna-Mexico_City_Central_Mexico_and_Gulf_Coast.html,72,$100 - $450,3.5,Nonna Polanco
"Av Capitan Carlos León S/N Aeropuerto Internacinal de la CDMX, Terminal 2, Ciudad de México 15620 México",,www.tripadvisor.com.mx,2022-09-08 18:01:29,Apto para vegetarianos,"Desayuno, Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7217104-Reviews-Gino_s-Mexico_City_Central_Mexico_and_Gulf_Coast.html,23,Italiana,3.5,Gino´s
"Calle Rio Guadalquivir 88, Ciudad de México 06500 México",,www.tripadvisor.com.mx,2022-09-08 18:01:29,"Mexicana, Bar, Pub","Cena, Abierto hasta tarde",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1978201-Reviews-Papa_Bill_s_Saloon_Rio_Lerma-Mexico_City_Central_Mexico_and_Gulf_Coast.html,85,$402 - $603,3.0,Papa Bill's Saloon - Rio Lerma
"Calle Colima 161, Ciudad de México 06700 México",,www.tripadvisor.com.mx,2022-09-08 18:01:30,"Japonesa, Sushi","Almuerzo, Cena, Abierto hasta tarde, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d20098840-Reviews-Santo_Hand_Roll_Bar-Mexico_City_Central_Mexico_and_Gulf_Coast.html,16,$350 - $700,4.0,Santo Hand Roll Bar
"Avenida Ribera de San Cosme 141, Ciudad de México 06400 México",,www.tripadvisor.com.mx,2022-09-08 18:01:30,"Almuerzo, Desayuno, Cena","Asiento, Comida para llevar, Acceso para silla de ruedas, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d6625126-Reviews-Los_Sopes_de_la_Nueve-Mexico_City_Central_Mexico_and_Gulf_Coast.html,33,Mexicana,3.5,Los Sopes de la Nueve
"Insurgentes Sur # 612, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 18:01:30,"Almuerzo, Cena","Asiento, Servicio de mesa, Entrega a domicilio, Comida para llevar, Acceso para silla de ruedas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d2234813-Reviews-Hamburguesa_Memorable-Mexico_City_Central_Mexico_and_Gulf_Coast.html,23,"Comida rápida, Estadounidense",3.5,Hamburguesa Memorable
"Calle Pachuca 103, Ciudad de México 06140 México",,www.tripadvisor.com.mx,2022-09-08 18:01:30,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d15690873-Reviews-La_Tasquita_del_Jamon-Mexico_City_Central_Mexico_and_Gulf_Coast.html,3,Española,5.0,La Tasquita del Jamón
